link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/antipsychotics-adhd-study_us_5b9c1ea6e4b03a1dcc7c7276,"Antipsychotics Prescribed To Treat ADHD In More Children And Teens, New Study Finds",PARENTING,"Doctors most commonly prescribed the antipsychotic drug named risperidone, but the authors write that ""uncertainty surrounds",Catherine Pearson,2012-08-09
https://www.huffingtonpost.com/entry/artists-website-invites-privileged-individuals-to-make-reparations-to-people-of-color_us_57a39c2ee4b021fd9877fe6d,Artist's Website Invites Privileged Individuals To Make 'Reparations' To People Of Color,ARTS & CULTURE,There is something you can do.,Priscilla Frank,2016-08-05
https://www.huffingtonpost.com/entry/the-best-buttered-microwa_us_5b9b915fe4b03a1dcc78b2a4,The Best Buttered Microwave Popcorn,FOOD & DRINK,Another interesting discovery we made is that every single butter-flavored popcorn we tasted is cholesterol-free (because,"Kitchen Daily, Kitchen Daily",2012-04-13
https://www.huffingtonpost.com/entry/soul-calling_us_5b9b9aaee4b03a1dcc78fb2c,The Soul's Call to Your Inner Poet,WELLNESS,"One way to discern the soul's calling is to take a look around. Look closely and you will see that it's all over your life. Seen through the filter of the soul's calling, look at your environment. It will tell you the story.","Dr. Judith Rich, Contributor
Contributor",2012-04-25
https://www.huffingtonpost.com/entry/famous-first-tweets_us_56ec2db7e4b084c6722012e5,These First Tweets Will Make You Nostalgic For A More Innocent Age,TECH,Remember when there was such mystery to social media?,Casey Williams and Amber Ferguson,2016-03-21
https://www.huffingtonpost.com/entry/a-little-1-can-save-your-_b_7645000.html,A Little Number 1 Can Save Your 2 Kidneys,HEALTHY LIVING,,"Leslie Spry, M.D., FACP, ContributorNational Kidney Foundation spokesperson; Medical director, Dia...",2015-06-26
https://www.huffpost.com/entry/mark-frerichs-release-us-taliban-prisoner-swap_n_63284bb2e4b000d9885d510b,Family Of American Held In Afghanistan Says He Was Freed By Taliban In Prisoner Swap,U.S. NEWS,"Mark Frerichs, a Navy veteran and civilian contractor, was kidnapped in Afghanistan in January 2020.","Eric Tucker and Rahim Faiez, AP",2022-09-19
https://www.huffingtonpost.com/entry/chuck-schumer-tax-bill_us_5a2224fde4b0a02abe91524b,Sen. Chuck Schumer Shames GOP Tax Bill: It's A 'Stunning Deception',POLITICS,"“If it creates jobs or loses them ― who knows? Certainly no one here.""",Carla Herreria,2017-12-02
https://www.huffingtonpost.com/entry/mousetrap-chain-reaction-the-slow-mo-guys_us_5baebf02e4b014374e2ee12a,This Chain Reaction Of 150 Mousetraps Is A Lesson In Pain (VIDEO),SCIENCE,Results: Just check out the video above (top) to see the whole procedure in super slow-motion. Every good experiment starts,William Goodman,2014-03-29
https://www.huffingtonpost.com/entry/donald-trump-bump-general-election-polls_us_5742f7f0e4b00e09e89f7261,HUFFPOLLSTER: Donald Trump Is Rising In The Polls This May. So Was John McCain In 2008.,POLITICS,"Trump is nearly tied with Hillary Clinton in polling averages, but it’s what happens later in the summer and fall that will matter.","Natalie Jackson, Ariel Edwards-Levy, and Janie Velencia",2016-05-23
https://www.huffingtonpost.com/entry/healing-the-ghosts-of-chr_us_5b9dbb4be4b03a1dcc8c26f4,Healing the Ghosts of Christmases Past: An American Holiday Story,WELLNESS,"Shaped like my father by the American mythos that the past is something best left behind, I fled home as fast and as quickly as I could. But as Dickens so well knew, family ghosts have a way of haunting the present.","Pythia Peay, Contributor
Pythia Peay is a journalist and author on the American psyche.",2013-12-20
https://www.huffingtonpost.com/entry/mothers-day-brunch--on-th_b_7242456.html,Mother's Day Brunch -- on the Grill,TASTE,,"Steven Raichlen, ContributorGrilling Authority, www.barbecuebible.com",2015-05-08
https://www.huffingtonpost.com/entry/travel-musings_b_5534872.html,Travel Musings,TRAVEL,,"Adina Kalish, ContributorWriter, public relations specialist, mother, and pickle maker ...",2014-06-26
https://www.huffingtonpost.com/entry/kelly-gissendaner-execution-delay_n_6794922.html,Religious Leaders See Delayed Execution As Act Of God,RELIGION,,Carol Kuruvilla,2015-03-03
https://www.huffingtonpost.com/entry/michael-jordan-brand-worth_us_55cca71ce4b0898c48869dfa,Michael Jordan's Lawyer Says His Name Is Worth $480 Million To Nike,SPORTS,Jordan really is that important to Nike.,"Michael Tarm, AP",2015-08-13
https://www.huffingtonpost.com/entry/the-new-yorker-cartoon-lounge-video_n_6037304.html,The New Yorker Finally Realized Us Plebeians Don't Get Their Cartoons,COMEDY,,Katla McGlynn,2014-10-23
https://www.huffingtonpost.com/entry/gop-leader-unhappy-with-f_b_6047132.html,GOP Leader Unhappy With Flood of Money in Politics,POLITICS,"At a campaign event for Senate hopeful Joni Ernst in Des Moines on Thursday, Sen. Lindsey Graham (R-SC) told me that he is unhappy with Citizens United and would revisit the landmark Supreme Court decision to make it more balanced.  However, Graham does not think any action will happen without a movement.","Lauren Windsor, ContributorExecutive Producer, The Undercurrent (www.youtube.com/tytinves...",2014-10-25
https://www.huffpost.com/entry/chan-zuckerberg-scientists-letter-facebook_n_5edd9890c5b6bd197e14398d,Scientists Funded By Zuckerberg Group Warn Facebook 'Antithetical' To Their Mission,POLITICS,"More than 140 scientists funded by the Chan Zuckerberg Initiative say Facebook impedes the goal of an “inclusive, just, and healthy future.”",Ryan Grenoble,2020-06-08
https://www.huffingtonpost.com/entry/dead-dog-beach-hurricane-maria-puerto-rico_us_59cfbadde4b05f005d3482c6,Group Devoted To Puerto Rico's Stray Dogs Is Flying Dozens To Safety,GREEN,"Reports that hundreds of dogs were killed on the famous ""Dead Dog Beach"" are untrue, says The Sato Project.",Hilary Hanson,2017-09-30
https://www.huffpost.com/entry/iran-break-uranium-stockpile-limit-nuclear_n_5d075745e4b0985c41a05965,Iran Says It Will Break Uranium Stockpile Limit Agreed On In Nuclear Deal,WORLD NEWS,"The announcement indicated Iran's determination to break from the 2015 nuclear accord, which has unraveled since the Trump administration pulled America out.","Nasser Karimi and Jon Gambrell, AP",2019-06-17
https://www.huffingtonpost.com/entry/croatia-criminal-enterprise-hdz-takes-over-presidency_b_6682516.html,Croatia: 'Criminal Enterprise HDZ' Takes Over Presidency  -- Organized Crime and the Rise of Nationalism,WORLDPOST,"Strong rule of law nations must urgently address transnational organized crime in the Balkan region's mafia states including Croatia, and, help establish the rule of law and independent judiciary.","Natasha Srdoc, ContributorAuthor, Economist, Co-Founder, Adriatic Institute and Internat...",2015-02-14
https://www.huffingtonpost.com/entry/obama-discusses-the-greatest-frustration-of-his-presidency_us_55b1607be4b0074ba5a3ec72,Obama Discusses The 'Greatest Frustration' Of His Presidency,POLITICS,"""It is not something that I intend to stop working on in the remaining 18 months.""",Paige Lavender,2015-07-23
https://www.huffingtonpost.com/entry/traveling-healthy_b_5437841.html,How To Stay Healthy On The Go,HEALTHY LIVING,"This is the season for traveling and summer vacations. While we often do lots of research to find a great travel destination, we often do not have a plan to stay healthy while we are away.","Dr. Lisa Young, ContributorInternationally-recognized nutritionist; International Speaker...",2014-06-07
https://www.huffingtonpost.com/entry/transgender-woman-found-beaten-with-head-injury-on-manhattan-sidewalk-dies_us_590e1f1ce4b0e7021e983067,Transgender Woman Found Beaten With Head Injury On Manhattan Sidewalk Dies,QUEER VOICES,Police said her injuries were not from a fall or self-inflicted.,Sebastian Murdock,2017-05-06
https://www.huffingtonpost.com/entry/b12-foods_us_5874eb11e4b099cdb0ff6544,"These 9 Foods Are Loaded With B-12, And Here's Why That Matters",TASTE,Crucial stuff for this time of year.,Julie R. Thomson,2017-01-11
https://www.huffingtonpost.com/entry/sanders-trump-bigotry_us_57dbf2b2e4b08cb14094ff0a,Sanders Says Trump's Campaign Is 'About Bigotry.' He's Right.,POLITICS,Let's take a look at the evidence.,Nick Baumann,2016-09-16
https://www.huffingtonpost.com/entry/brock-turner-sentence-short_us_57597bbce4b0e39a28acb046,Brock Turner's Sentence Will Be Even Shorter Than You Think,CRIME,"The sex offender and former Stanford student is scheduled to spend just 3 months in jail, where he will be under protective custody.",Sebastian Murdock,2016-06-09
https://www.huffpost.com/entry/black-owned-etsy-jewelry-shops_l_5ed959c7c5b6ee6707d72f81,Black-Owned Etsy Jewelry Shops To Support Now And Always,STYLE & BEAUTY,There's power in where you spend your money.,Danielle Gonzalez,2020-06-05
https://www.huffingtonpost.com/entry/eric-trump-shutdown-good_us_5a63fd7ae4b0dc592a096c6c,Eric Trump Says Shutdown Is 'A Good Thing For Us',POLITICS,"Democrats just want to sabotage his dad, Eric Trump told Fox News.",Mary Papenfuss,2018-01-21
https://www.huffingtonpost.com/entry/celebrating-one-year-and_b_5732528.html,Celebrating One Year and Many Victories,IMPACT,,"Alyssa Ramos-Reynoso, ContributorChief Executive Officer and Co-Founder, Schools for Sustainabi...",2014-09-04
https://www.huffingtonpost.com/entry/miss-piggy-lauren-hill-mashup-video_us_5809b485e4b000d0b155e592,Miss Piggy Sings A Lauryn Hill Classic In This Glorious New Mashup,ENTERTAINMENT,Respect is just the minimum for this wonderful parody.,Lee Moran,2016-10-21
https://www.huffingtonpost.com/entry/your-tony-picks-who-will-_b_7183470.html,Your Tony Picks: Who Will Win It All on Broadway's Biggest Night?,ENTERTAINMENT,,"Culturalist, ContributorWhere the culture conversation is happening. Users shape, shar...",2015-05-02
https://www.huffingtonpost.com/entry/selfadvocacy-for-individuals-with-special-needs_us_5b9d78f6e4b03a1dcc8870f3,Self-Advocacy for Individuals with Special Needs,PARENTING,"There is a whole giant world outside of school, a world without the cushion of educators and therapists. In this world -- the ""real world"" --  the grocery store clerk is impatient, the librarian is too busy, the MTA employee isn't aware and the boss simply doesn't care.","Jaime Openden, M.S., CCC-SLP, Contributor
Speech-language Pathologist, Educator. Founder & CEO, Bign...",2013-08-29
https://www.huffingtonpost.com/entry/supercoherence_us_5b9c3439e4b03a1dcc7d0f9a,Be Supercoherent -- Tune Into Your Consciousness!,WELLNESS,"If you want to be supercoherent, you must take the time to listen, feel, and be aware of what you hear and feel -- of all that you hear and feel.","Ervin Laszlo, Contributor
Systems philosopher, integral theorist, concert pianist",2012-09-26
https://www.huffingtonpost.com/entry/paul-ryan-endorses-donald-trump_us_57508404e4b0eb20fa0d34fe,Paul Ryan Endorses Donald Trump,POLITICS,So much for holding out on that.,Matt Fuller,2016-06-02
https://www.huffingtonpost.com/entry/duke-university-professors-union_us_56bcda88e4b0b40245c5b5db,Non-Tenure-Track Professors At Duke Move To Hold A Union Election,POLITICS,The nationwide movement for better pay and benefits expands to the South.,Samantha Lachman,2016-02-11
https://www.huffingtonpost.com/entry/caitlyn-jenner-de-transitioning_us_5734a500e4b060aa78198279,Caitlyn Jenner's Rep Slams Rumors Of The Star 'De-Transitioning',QUEER VOICES,"A Kardashian biographer also claimed that Jenner was ""still into women.""",Curtis M. Wong,2016-05-12
https://www.huffingtonpost.com/entry/missing-comet-lander-philae-finally-located_us_57cef201e4b03d2d45965dce,Missing Comet Lander 'Philae' Finally Located After Long Search,SCIENCE,The hunt is over!,David Freeman,2016-09-06
https://www.huffingtonpost.com/entry/changing-an-organization_us_5b9dd700e4b03a1dcc8d9d27,Changing an Organization,WELLNESS,"No matter the size of the space you see as shaping your reach -- a domestic violence shelter, an office, a classroom, a desk, or your own mind and body -- if you set out to create a culture of wellness you will come to know far greater balance.","Sharon Salzberg, Contributor
Meditation Teacher & Author",2014-02-07
https://www.huffingtonpost.com/entry/the-deep-dark-world-of-fake-porn_us_5a7dd50ce4b0a0f48092eb64,"The Deep, Dark World Of Fake Porn",QUEER VOICES,"In the fight against other forms of revenge porn, legislation has been slow, but strides have been made.","Refinery29, Editorial Partner",2018-02-12
https://www.huffingtonpost.com/entry/nypd-to-allow-sikh-officers-to-wear-turbans-grow-beards_us_5864ff00e4b0de3a08f73d14,The NYPD Finally Allows Sikh Officers To Wear Turbans And Grow Beards,RELIGION,"“This is the pivotal moment we’ve been waiting for,” one Sikh officer said.",Hayley Miller,2016-12-29
https://www.huffingtonpost.com/entry/julian-bond-former-chairman-of-the-naacp-dies-at-75_us_55d06f39e4b055a6dab09356,"Julian Bond, Former Chairman Of The NAACP, Dies At 75",BLACK VOICES,"""Julian Bond helped change this country for the better,"" President Obama said.",Lilly Workneh,2015-08-16
https://www.huffingtonpost.com/entry/james-comey-wikileaks-journalism_us_590a0516e4b02655f8432c13,FBI Director Says 'Legitimate' Journalism Different From WikiLeaks' 'Intelligence Porn',MEDIA,James Comey's remarks follow reports the Justice Department may prosecute Julian Assange over classified leaks.,Michael Calderone,2017-05-03
https://www.huffingtonpost.com/entry/scott-pruitt-defense-fund_us_5863ddb8e4b0eb586487bc1a,Donald Trump's EPA Pick Urged To Come Clean On Ties To Secretive Koch-Funded Group,POLITICS,Oklahoma Attorney General Scott Pruitt's ties to the fossil fuel industry keep going deeper and deeper.,Alexander C. Kaufman,2016-12-28
https://www.huffingtonpost.com/entry/maya-civilization-collapsed-amidst-mild-drought_us_5baeaac4e4b014374e2d57b9,"Maya Civilization Collapsed Amidst Mild Drought, New Study Suggests",SCIENCE,"Keith Prufer, a Maya archaeologist at the University of New Mexico, Albuquerque, who has worked closely with paleoclimatologists",Travis Korte,2012-02-26
https://www.huffingtonpost.com/entry/homemade-gift-ideas-heart-pot-holders_us_5b9c96fbe4b03a1dcc801814,Homemade Gift Ideas: Heart-Shaped Pot Holders,HOME & LIVING,An accessory every home needs.,Amy Marturana,2012-12-07
https://www.huffingtonpost.com/entry/obama-romney-economy_us_5b9c6ef8e4b03a1dcc7e9919,How Politics Affects Your Personal Finance,MONEY,"Will it be Obama for another four-year term or will Romney win? Regardless of who your choice is, the real question is, have you taken into consideration how politics affects your personal finance?","Ike Ikokwu, Contributor
The Financial Independence Coach",2012-10-24
https://www.huffingtonpost.com/entry/adam-levine-announces-he-and-behati-prinsloo-are-having-another-girl_us_5a01cc62e4b0368a4e871c75,Adam Levine Announces He And Behati Prinsloo Are Having Another Girl,PARENTS,And he said Ellen DeGeneres can help name her!,Taylor Pittman,2017-11-07
https://www.huffingtonpost.com/entry/watch-this-dad-break-down-why-he-wont-call-his-daughter-a-princess_us_576422e7e4b0fbbc8bea2cb9,Watch This Dad Break Down Why He Won't Call His Daughter A Princess,LATINO VOICES,"Don't call her ""princess,"" call her ""president.""",Rahel Gebreyes,2016-06-17
https://www.huffingtonpost.com/entry/rihanna-worst-dressed-list-photos_us_5b9ce709e4b03a1dcc82d598,Rihanna's Bizarre Outfit And More Stars On This Week's Worst-Dressed List (PHOTOS),STYLE & BEAUTY,Paris Fashion Week is known for fashion-forward styles coming down the catwalk. Oftentimes the editors who attend the shows,Christina Anderson,2013-03-08
https://www.huffingtonpost.com/entry/kendrick-lamar-album-untitled-unmastered_us_56d90401e4b0ffe6f8e8d659,"Kendrick Lamar Releases Surprise New Album, 'Untitled Unmastered'",ENTERTAINMENT,It's his second release in less than a year.,Peter Andrew Hart,2016-03-04
https://www.huffingtonpost.com/entry/senate-nuclear-showdown-supreme-court-neil-gorsuch_us_58e64e38e4b0fe4ce088e05a,Senate Begins 'Nuclear' Showdown On Neil Gorsuch,POLITICS,"With Democrats set to filibuster the Supreme Court nominee, Mitch McConnell says he will change the rules to confirm him.",Jennifer Bendery and Michael McAuliff,2017-04-06
https://www.huffingtonpost.com/entry/donald-trump-yucca-mountain_us_57f66bf9e4b0c1a524cbb0ea,Donald Trump's Pretty Lucky He's Not Held To The Same Standard As Gary Johnson,POLITICS,"The GOP nominee has a ""Yucca Mountain moment.""",Jason Linkins,2016-10-06
https://www.huffpost.com/entry/john-dean-donald-trump-doj-nixon_n_60c45a84e4b0daf882b7a9f2,Watergate Figure John Dean: New Donald Trump Scandal Is ‘Nixon On Stilts And Steroids’,POLITICS,"“It is beyond Nixon,"" the former White House counsel said of the Trump Justice Department collecting private information about members of Congress.",Lee Moran,2021-06-12
https://www.huffingtonpost.com/entry/anchor-invites-4-year-old-demetria-show-obilor-natural-hair_us_5a874322e4b004fc3191fb2e,Anchor Invites Her 4-Year-Old 'Mini Me' On Show To Celebrate Natural Hair,BLACK VOICES,"“Growing up, I didn’t see any news anchors with curly hair or natural hair, ” traffic anchor Demetria Obilor said.",Carol Kuruvilla,2018-02-17
https://www.huffingtonpost.com/entry/train-derails-in-eastern-india-killing-at-least-39-people-and-injuring-50_us_5884b34ae4b096b4a232598e,"Train Derails In Eastern India, Killing At Least 39 People And Injuring 50",THE WORLDPOST,Video footage from the scene showed members of the disaster management team and locals trying to rescue trapped passengers from windows and debris using phones to provide light.,"Jatindra Dash and Suvashree Choudhury, Reuters",2017-01-22
https://www.huffingtonpost.com/entry/should-the-red-wings-sign-daniel-alfredsson_b_5672869.html,Should the Red Wings Sign Daniel Alfredsson?,SPORTS,"Much to the disappointment of his grand plan - Alfie didn't win a cup by signing with the Red Wings in July 2013 for one year.  He did record a respectable season, with 18 goals, and 49 points in only 68 games.","Emily Cornelius, ContributorSports writer with a love for the gritty analytics of the game...",2014-08-13
https://www.huffingtonpost.com/entry/ellie-goulding-sexism-music-industry_us_56477f1fe4b08cda348918ab,Ellie Goulding Gets Real About Sexism In The Music Industry,ENTERTAINMENT,"""It annoys me that guys can easily write about one-night stands, but if a girl writes about one? God, that's terrible, you know?""",Julia Brucculieri,2015-11-14
https://www.huffpost.com/entry/nba-africa-league-2020_n_5c686c36e4b01757c36c1d3f,NBA To Co-Launch Professional Basketball League In Africa,SPORTS,The Basketball Africa League will be the first time the NBA collaborates to operate a league outside of North America.,Kimberley Richards,2019-02-16
https://www.huffingtonpost.com/entry/moises-locon-east-village-explosion-missing_n_6962578.html,Man Missing After Explosion Was Saving Up To Return To Home Country,CRIME,,Hilary Hanson,2015-03-29
https://www.huffingtonpost.com/entry/why-poetry-is-the-best-medium-for-kids-who-want-to-change-the-world_us_578c0c57e4b03fc3ee5146d3,Why Poetry Is The Best Medium For Kids Who Want To Change The World,ARTS & CULTURE,"""Hamilton"" star Daveed Diggs and poet Danez Smith explain why Brave New Voices is the perfect platform for kids whose voices need to be heard.",Katherine Brooks,2016-07-19
https://www.huffingtonpost.com/entry/claire-mccaskill-rubio-cruz-2016_us_5669cc49e4b0f290e5226666,Claire McCaskill Says Marco Rubio Is A Flip-Flopper And Nobody Respects Ted Cruz,POLITICS,And that's why she doesn't think either of them will be president.,Sam Levine,2015-12-10
https://www.huffingtonpost.com/entry/amazing-unknown-buildings_us_5bb26788e4b0171db6a00e49,The Most Amazing (Unknown) Buildings In the World,CULTURE & ARTS,"Another trend in “forgotten architecture” is for Eastern European landmarks, whose history is heavily affected by the area’s",Katherine Brooks,2013-10-26
https://www.huffingtonpost.com/entry/loni-jane-anthony-10-bananas_us_5b9da86be4b03a1dcc8af3b4,"Loni Jane Anthony, Pregnant Blogger, Eats 10 Bananas Daily, As Part Of Extreme Diet",PARENTING,"Anthony, who claimed to have had health problems in the past because of her poor diet, told News.com.au that transforming",Cavan Sieczkowski,2013-11-13
https://www.huffingtonpost.com/entry/twelve-terrific-inns-that-offer_us_5b9c245fe4b03a1dcc7c9850,"12 Terrific Inns That Offer Elopement Packages for $1,000 or Less",WEDDINGS,"You've found that special guy or girl -- the person you want to spend the rest of your life with. Make your wedding, elopement, or honeymoon just as special as your relationship.","iLoveInns, Contributor
iLoveInns.com",2012-08-21
https://www.huffingtonpost.com/entry/fathers-day-is-painful-for-many-but-heres-why-perspective_us_5945f5a7e4b0940f84fe2f59,"Father’s Day Is Painful For Many, But Here's Why Perspective Is Key.",PARENTS,"For many years now, my girls and I have approached Father’s Day with mixed emotions. My own father died on Christmas Day","Donna Kassin, ContributorPolitical Writer and Commentator",2017-06-18
https://www.huffingtonpost.com/entry/tennessee-sheila-butt-islam-religion_us_561c36d6e4b0c5a1ce604834,"GOP Lawmaker Wants To Cut Religion From Tennessee's World History Curriculum, Because Islam",POLITICS,"State Rep. Sheila Butt would rather cut back on all religious study than risk the ""indoctrination"" of Tennessee students.",Philip Lewis,2015-10-13
https://www.huffingtonpost.com/entry/iowa-bernie-sanders_us_56aa3483e4b0d82286d51290,Here's Why Winning Iowa Could Break The Election Wide Open For Bernie Sanders,POLITICS,"Or Donald Trump, frankly.",Ryan Grim,2016-02-01
https://www.huffingtonpost.com/entry/youre-a-furnace_b_6275150.html,You're a Furnace,HEALTHY LIVING,,"Jenna Woginrich, ContributorAuthor, Farmer, Falconer",2014-12-07
https://www.huffingtonpost.com/entry/fashion-gif-alexander-mcqueen_us_5b9bf318e4b03a1dcc7b4e37,Fashion GIF Of The Week: Alexander McQueen Resort 2013 Model Gets Animated,STYLE & BEAUTY,"This week, FashGif takes on this dragon fly-covered suit from Sarah Burton's resort 2013 collection for Alexander McQueen",Sarah Leon,2012-07-06
https://www.huffingtonpost.com/entry/3-meditations-you-can-do-at-your-desk-to-reduce-stress-and-boost-productivity_us_5b9df80de4b03a1dcc8faf19,3 Meditations You Can Do at Your Desk to Reduce Stress and Boost Productivity,WELLNESS,"I'm going to share with you three very quick meditations you can do right at your desk, at any point, throughout the day when you're feeling stressed or just need to power up your productivity.","Natalie MacNeil, Contributor
Emmy Award-winning media entrepreneur & creator of SheTakesOnT...",2014-04-11
https://www.huffingtonpost.com/entry/trumps-campaign-manager-thinks-rape-would-not-exist-if-women-were-as-strong-as-men_us_57c6de3ee4b0a22de0932e31,Trump's Campaign Manager Thinks 'Rape Would Not Exist' If Women Were As Strong As Men,WOMEN,Wrong.,Jenavieve Hatch,2016-08-31
https://www.huffingtonpost.com/entry/koch-nonprofit-presidents-anti-net-neutrality-campaign_us_5a318b90e4b04bd8793e96d6,Koch Nonprofit President’s Anti-Net Neutrality Campaign,BUSINESS,"by Emma Leathley For the past three years, American Commitment, a small nonprofit with ties to the donor network spearheaded","OpenSecrets Blog, ContributorPublished by the nonpartisan Center for Responsive Politics an...",2017-12-13
https://www.huffingtonpost.com/entry/lgbt-wellness-june-5_n_7521886.html,New Study Finds Risks For Bisexual Men,QUEER VOICES,,JamesMichael Nichols,2015-06-08
https://www.huffpost.com/entry/amazon-prime-what-to-watch_n_5b4feb27e4b0de86f489a132,What To Watch On Amazon Prime That’s New This Week,ENTERTAINMENT,A movie with a lovable cast joins.,Todd Van Luling,2018-07-21
https://www.huffingtonpost.com/entry/fbi-congress-letter-rob-porter-white-house-reports_us_5ae244e7e4b02baed1b86dee,White House Knew About Rob Porter Allegations A Year Ago: FBI Letter,POLITICS,The letter to Congress contradicts the White House's account of the spousal abuse scandal.,Doha Madani,2018-04-27
https://www.huffingtonpost.com/entry/atlanta-braves-teach-the-world-a-lesson-in-respecting-lil-b_us_559bd9c7e4b05d7587e22c8d,Atlanta Braves Teach The World A Lesson In Respecting Lil B,SPORTS,Is it really so hard to bow down to The Based God?,Maxwell Strachan,2015-07-07
https://www.huffingtonpost.com/entry/how-to-avoid-10-tricky-travel-scams_us_5b9bcbe9e4b03a1dcc7a516d,10 Tricky Travel Scams (And How To Beat Them),TRAVEL,You know that old saying? There's a sucker born every minute? Don't be one of them.,"SmarterTravel, Contributor
Smartertravel.com",2012-06-04
https://www.huffingtonpost.com/entry/butch-kanithea-powell_us_5bafbf4ee4b0ad7692614408,"'Butch,' Photo Book By Kanithea Powell, Showcases Lesbian Identity",QUEER VOICES,"As the queer community continues to push boundaries outside of narrow definitions of what it means to be lesbian, gay, bisexual",James Michael Nichols,2013-12-14
https://www.huffingtonpost.com/entry/watch-this-snowboarding-toddler-show-us-how-its-done_us_56af77e6e4b00b033aafc606,Watch This Snowboarding Toddler Show Us How It's Done,PARENTS,"We see you, Sloan!",Kimberley Richards,2016-02-01
https://www.huffingtonpost.com/entry/prince-common-twitter-badge-rick-james-tour_us_59b854b2e4b0edff97175c4c,Vintage ID Badge Shows That Prince Always Knew He Was Destined For Fame,ENTERTAINMENT,Take a gander at what the then up-and-coming musician put as his “position” when he opened for Rick James.,Elyse Wanshel,2017-09-15
https://www.huffingtonpost.com/entry/make-the-most-of-vacation_us_59bfdabde4b06b71800c3b9c,16 Tips That Will Help You Make The Most Of Your Vacation,TRAVEL,It’s no surprise that the first 24 hours of a vacation can make or break a trip. Research* from Booking.com reveals that,"Booking.com, ContributorA HuffPost Brand Forum partner; the global leader in connectin...",2017-09-18
https://www.huffingtonpost.com/entry/trump-chinese-social-media-checks_us_58ab0863e4b037d17d29bad7,Trump Administration Proposes Social Media Checks On Chinese Visitors,POLITICS,"The information will be used for vetting purposes, the screening notice states.",Kimberly Yam,2017-02-20
https://www.huffingtonpost.com/entry/alan-henning-audio-file_n_5870286.html,Wife Of ISIS Hostage Receives Recording Of Husband Pleading For His Life,WORLDPOST,,Charlotte Alfred,2014-09-23
https://www.huffingtonpost.com/entry/7-steps-to-inner-fulfillment_b_5777836.html,7 Steps to Inner Fulfillment,WOMEN,A woman who is fulfilled loves herself. She makes sure she fills her cup first because she is aware to give and receive in this world she has to be full and come from a place of knowing her worth. She is both practical and spiritual.,"Sherrie Campbell, PhD, ContributorVeteran, licensed Psychologist",2014-09-08
https://www.huffingtonpost.com/entry/debbie-wasserman-schultz-job_us_574636fbe4b0dacf7ad3ef59,The Person With One Of Washington's Most Thankless Jobs Is Likely To Keep It,POLITICS,Debbie Wasserman Schultz has increasingly fewer allies and champions. But she's got time and Hillary Clinton on her side.,Sam Stein and Amanda Terkel,2016-05-26
https://www.huffingtonpost.com/entry/where-is-the-worlds-first_b_10460222.html,WHERE IS THE WORLD'S FIRST MAINSTREAM TRANSGENDER SUPERHERO?,QUEER VOICES,,"Wayne Mahon, ContributorDirector of LEAVING VOGUE MORAN, Executive Producer with FIGUR...",2016-06-19
https://www.huffingtonpost.com/entry/frank-wuco-white-house-adviser-muslims-homeland-security_us_5a664e38e4b0dc592a0ba00e,Senior White House Adviser Once Said 'True' Muslims Can't 'Coexist' With 'Other Faiths',POLITICS,"Frank Wuco, who used to role-play as a fictional ""jihadist"" during his work as a security consultant, has a long history of anti-Muslim animus.",Christopher Mathias,2018-01-23
https://www.huffingtonpost.com/entry/3-romantic-getaways_us_5b9d5398e4b03a1dcc86ae85,3 Romantic Getaways,TRAVEL,"Need some downtime with your honey? Whether it's an anniversary celebration or one of your birthdays, or maybe you just need some R&R, these blissful vacations will make reconnecting and getting those home fires burning a breeze.","AmongMen.com, Contributor
Online lifestyle magazine for men",2013-07-10
https://www.huffingtonpost.com/entry/learning-mistakes_us_5b9b4729e4b03a1dcc763e8d,Mistakes Can Make or Break You,WELLNESS,"When you make mistakes, how do you respond? If your mistake leaves a trail of hurt and destruction in the lives of others, do you make amends and apologize with actions and empathy?","Amy Chan, Contributor
Luxury Travel Expert, Relationship and Lifestyle Columnist",2012-02-03
https://www.huffingtonpost.com/entry/how-is-your-body-a-mirror_us_5b9dd4b9e4b03a1dcc8d8197,How Is Your Body a Mirror of Your Thought?,WELLNESS,"If you, too, are looking for healing, perhaps a good place to start is not by consulting the mirror to see what your body is telling you, but by first taking an inventory of your thoughts and events in your life and listening to your spiritual intuition. You just might discover some surprising answers!","Ingrid Peschke, Contributor
Religion, Spirituality and Health Writer",2014-02-06
https://www.huffingtonpost.com/entry/yvette-nicole-brown-hollywood-pay-gap_us_599c5ab6e4b06a788a2c164e,Yvette Nicole Brown Reveals She Once Faced An Enraging Pay Gap,ENTERTAINMENT,"“I speak up because others who are coming up cannot speak up.""",Sara Boboltz,2017-08-22
https://www.huffingtonpost.com/entry/is-peace-coming-to-the-mi_b_6426744.html,"Is Peace Coming to the Middle East?  Not So Fast, Says Lawrence Wright",POLITICS,"The real tragedy of the region is that both sides will not relinquish their beliefs that their holy books are inviolate guides to political settlements in the 21st century.  Until that ever changes, real peace will be in short supply.","Michael Levin, ContributorNew York Times best-selling author, Shark Tank contestant, CEO...",2015-01-08
